#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature
18,Santa Baby,Taylor Swift,46,108,pop,Pop,The Taylor Swift Holiday Collection,02/12/2008,02:38,76,51,16,0,75,0,10,-7,F Major,4
19,Silent Night,Taylor Swift,47,120,pop,Pop,The Taylor Swift Holiday Collection,02/12/2008,03:29,42,31,62,0,13,0,10,-8,G Major,3
20,Christmas Must Be Something More,Taylor Swift,46,123,pop,Pop,The Taylor Swift Holiday Collection,02/12/2008,03:52,69,79,30,0,51,0,10,-5,G Major,4
21,White Christmas,Taylor Swift,44,146,pop,Pop,The Taylor Swift Holiday Collection,02/12/2008,02:34,56,39,59,0,51,0,20,-9,A Major,4
22,Fearless (Taylorâ€™s Version),Taylor Swift,85,100,pop,Pop,Fearless (Taylor's Version),09/04/2021,04:01,57,74,1,0,43,0,30,-5,F Major,4
23,Fifteen (Taylorâ€™s Version),Taylor Swift,74,95,pop,Pop,Fearless (Taylor's Version),09/04/2021,04:54,56,65,12,0,29,0,30,-5,G Major,4
24,Love Story (Taylorâ€™s Version),Taylor Swift,82,119,pop,Pop,Fearless (Taylor's Version),09/04/2021,03:55,63,79,13,0,42,0,0,-4,D Major,4
25,Hey Stephen (Taylorâ€™s Version),Taylor Swift,73,116,pop,Pop,Fearless (Taylor's Version),09/04/2021,04:14,79,57,11,0,80,0,0,-6,F#/Gâ™­ Major,4
26,White Horse (Taylorâ€™s Version),Taylor Swift,74,185,pop,Pop,Fearless (Taylor's Version),09/04/2021,03:54,42,52,37,0,37,0,10,-7,C Major,4
27,You Belong With Me (Taylorâ€™s Version),Taylor Swift,87,130,pop,Pop,Fearless (Taylor's Version),09/04/2021,03:51,63,77,6,0,47,0,0,-5,F#/Gâ™­ Major,4
28,Breathe (feat. Colbie Caillat) (Taylorâ€™s Version),"Taylor Swift,Colbie Caillat",70,148,"pop, dance pop, neo mellow","Pop, Folk/Acoustic",Fearless (Taylor's Version),09/04/2021,04:23,51,63,16,0,32,0,20,-6,Câ™¯/Dâ™­ Major,4
29,Tell Me Why (Taylorâ€™s Version),Taylor Swift,70,100,pop,Pop,Fearless (Taylor's Version),09/04/2021,03:20,58,91,2,0,54,0,30,-4,G Major,4
30,Youâ€™re Not Sorry (Taylorâ€™s Version),Taylor Swift,71,134,pop,Pop,Fearless (Taylor's Version),09/04/2021,04:21,51,44,5,0,24,0,10,-5,F#/Gâ™­ Major,4
31,The Way I Loved You (Taylorâ€™s Version),Taylor Swift,85,161,pop,Pop,Fearless (Taylor's Version),09/04/2021,04:03,40,73,0,0,47,0,10,-5,F Major,4
32,Forever & Always (Taylorâ€™s Version),Taylor Swift,75,128,pop,Pop,Fearless (Taylor's Version),09/04/2021,03:45,60,82,2,0,67,0,10,-4,A#/Bâ™­ Major,4
33,The Best Day (Taylorâ€™s Version),Taylor Swift,69,125,pop,Pop,Fearless (Taylor's Version),09/04/2021,04:05,64,58,49,0,47,0,10,-9,Câ™¯/Dâ™­ Major,4
34,Change (Taylorâ€™s Version),Taylor Swift,67,96,pop,Pop,Fearless (Taylor's Version),09/04/2021,04:39,50,82,0,0,34,0,10,-4,F Major,4
35,Jump Then Fall (Taylorâ€™s Version),Taylor Swift,70,160,pop,Pop,Fearless (Taylor's Version),09/04/2021,03:57,57,69,5,0,62,0,0,-6,D Major,4
36,Untouchable (Taylorâ€™s Version),Taylor Swift,69,200,pop,Pop,Fearless (Taylor's Version),09/04/2021,05:12,39,53,2,0,22,0,10,-6,F Major,4
37,Forever & Always (Piano Version) (Taylorâ€™s Version),Taylor Swift,68,119,pop,Pop,Fearless (Taylor's Version),09/04/2021,04:27,55,27,82,0,27,0,10,-9,A Major,4
38,Come In With The Rain (Taylorâ€™s Version),Taylor Swift,67,144,pop,Pop,Fearless (Taylor's Version),09/04/2021,03:57,48,56,4,0,17,0,10,-6,D Major,4
39,Superstar (Taylorâ€™s Version),Taylor Swift,66,172,pop,Pop,Fearless (Taylor's Version),09/04/2021,04:23,45,56,16,0,17,0,30,-7,D Major,4
40,The Other Side Of The Door (Taylorâ€™s Version),Taylor Swift,71,164,pop,Pop,Fearless (Taylor's Version),09/04/2021,03:58,43,87,3,0,63,0,10,-4,E Major,4
41,Today Was A Fairytale (Taylorâ€™s Version),Taylor Swift,69,158,pop,Pop,Fearless (Taylor's Version),09/04/2021,04:01,48,78,1,0,33,0,30,-5,G Major,4
42,You All Over Me (feat. Maren Morris) (Taylorâ€™s Version) (From The Vault),"Taylor Swift,Maren Morris",67,143,"pop, classic texas country, contemporary country","Country, Pop",Fearless (Taylor's Version),09/04/2021,03:40,60,49,82,0,44,0,10,-8,D Major,4
43,Mr. Perfectly Fine (Taylorâ€™s Version) (From The Vault),Taylor Swift,78,136,pop,Pop,Fearless (Taylor's Version),09/04/2021,04:37,66,82,16,0,71,0,0,-6,B Minor,4
44,We Were Happy (Taylorâ€™s Version) (From The Vault),Taylor Swift,69,106,pop,Pop,Fearless (Taylor's Version),09/04/2021,04:04,61,37,85,0,13,0,0,-9,C Major,4
45,Thatâ€™s When (feat. Keith Urban) (Taylorâ€™s Version) (From The Vault),"Taylor Swift,Keith Urban",71,90,"pop, australian country, australian pop, contemporary country, country, country road","Country, Pop",Fearless (Taylor's Version),09/04/2021,03:09,59,61,23,0,51,0,0,-7,F Major,4
46,Donâ€™t You (Taylorâ€™s Version) (From The Vault),Taylor Swift,70,102,pop,Pop,Fearless (Taylor's Version),09/04/2021,03:28,56,47,51,0,41,0,10,-12,D#/Eâ™­ Major,4
47,Bye Bye Baby (Taylorâ€™s Version) (From The Vault),Taylor Swift,69,80,pop,Pop,Fearless (Taylor's Version),09/04/2021,04:02,62,62,33,0,53,0,10,-8,F Major,4
48,If This Was A Movie (Taylorâ€™s Version),Taylor Swift,77,148,pop,Pop,If This Was A Movie (Taylorâ€™s Version),09/04/2021,03:57,47,70,9,0,30,0,20,-4,E Major,4
49,Love Story (Taylor's Version) - Elvira Remix,"Taylor Swift,ELVIRA",64,123,"pop, ",Pop,Love Story (Taylor's Version) [Elvira Remix],23/03/2021,03:31,67,56,0,0,16,0,20,-8,B Minor,4
50,Crazier,Taylor Swift,68,133,pop,Pop,Hannah Montana The Movie,01/01/2009,03:11,45,54,6,0,16,0,10,-5,E Major,3
51,Two Is Better Than One (feat. Taylor Swift),"BOYS LIKE GIRLS,Taylor Swift",68,128,"neon pop punk, pop punk, pop","Pop, Rock",Love Drunk,07/09/2009,04:02,52,70,19,0,25,0,10,-5,C Major,4
52,Should've Said No - The 3D Concert Experience,"Jonas Brothers,Taylor Swift",44,168,"boy band, pop",Pop,Music from the 3D Concert Experience,01/01/2009,04:13,36,98,2,0,34,0,80,-3,E Minor,4
53,Mine (Taylor's Version),Taylor Swift,88,121,pop,Pop,Speak Now (Taylor's Version),07/07/2023,03:51,65,78,0,0,49,0,10,-3,G Major,4
54,Sparks Fly (Taylorâ€™s Version),Taylor Swift,86,115,pop,Pop,Speak Now (Taylor's Version),07/07/2023,04:21,59,76,3,0,39,0,10,-2,F Major,4
55,Speak Now (Taylor's Version),Taylor Swift,86,119,pop,Pop,Speak Now (Taylor's Version),07/07/2023,04:02,73,68,25,0,64,0,10,-3,G Major,4
56,Back To December (Taylor's Version),Taylor Swift,89,142,pop,Pop,Speak Now (Taylor's Version),07/07/2023,04:54,50,64,1,0,20,0,10,-4,D Major,4
57,Dear John (Taylor's Version),Taylor Swift,86,119,pop,Pop,Speak Now (Taylor's Version),07/07/2023,06:45,42,47,2,0,13,0,10,-5,E Major,3
58,Mean (Taylor's Version),Taylor Swift,85,164,pop,Pop,Speak Now (Taylor's Version),07/07/2023,03:58,52,69,31,0,62,0,10,-4,E Major,4
59,The Story Of Us (Taylor's Version),Taylor Swift,85,140,pop,Pop,Speak Now (Taylor's Version),07/07/2023,04:27,52,78,0,0,57,0,0,-3,E Major,4
60,Never Grow Up (Taylor's Version),Taylor Swift,81,125,pop,Pop,Speak Now (Taylor's Version),07/07/2023,04:52,69,32,85,0,57,0,20,-7,D Major,4
61,Enchanted (Taylor's Version),Taylor Swift,90,82,pop,Pop,Speak Now (Taylor's Version),07/07/2023,05:53,51,53,1,0,22,0,10,-4,G#/Aâ™­ Major,4
62,Better Than Revenge (Taylor's Version),Taylor Swift,87,146,pop,Pop,Speak Now (Taylor's Version),07/07/2023,03:40,50,89,0,0,67,0,10,-3,B Minor,4
63,Innocent (Taylor's Version),Taylor Swift,81,134,pop,Pop,Speak Now (Taylor's Version),07/07/2023,05:01,52,60,10,0,15,0,10,-5,Câ™¯/Dâ™­ Minor,4
64,Haunted (Taylor's Version),Taylor Swift,83,162,pop,Pop,Speak Now (Taylor's Version),07/07/2023,04:05,43,92,1,0,36,0,20,-2,F Major,4
65,Last Kiss (Taylor's Version),Taylor Swift,83,79,pop,Pop,Speak Now (Taylor's Version),07/07/2023,06:09,55,37,45,0,16,0,10,-8,A#/Bâ™­ Major,3
66,Long Live (Taylor's Version),Taylor Swift,85,204,pop,Pop,Speak Now (Taylor's Version),07/07/2023,05:17,38,65,1,0,8,0,10,-4,C Major,4
67,Ours (Taylorâ€™s Version),Taylor Swift,81,160,pop,Pop,Speak Now (Taylor's Version),07/07/2023,03:55,54,49,45,0,35,0,10,-8,C Major,4
68,Superman (Taylorâ€™s Version),Taylor Swift,79,132,pop,Pop,Speak Now (Taylor's Version),07/07/2023,04:34,53,74,0,0,36,0,10,-3,G Major,4
69,Electric Touch (feat. Fall Out Boy) (Taylorâ€™s Version) (From The Vault),"Taylor Swift,Fall Out Boy",85,131,"pop, emo, modern rock, pop punk, rock","Rock, Pop",Speak Now (Taylor's Version),07/07/2023,04:26,55,86,2,0,28,0,10,-5,G Major,4
70,When Emma Falls in Love (Taylorâ€™s Version) (From The Vault),Taylor Swift,84,78,pop,Pop,Speak Now (Taylor's Version),07/07/2023,04:12,47,76,16,0,23,0,10,-5,D Major,4
71,I Can See You (Taylorâ€™s Version) (From The Vault),Taylor Swift,92,123,pop,Pop,Speak Now (Taylor's Version),07/07/2023,04:33,69,76,6,0,82,0,0,-5,F#/Gâ™­ Major,4
72,Castles Crumbling (feat. Hayley Williams) (Taylorâ€™s Version) (From The Vault),"Taylor Swift,Hayley Williams",85,148,"pop, art pop",Pop,Speak Now (Taylor's Version),07/07/2023,05:06,58,57,36,0,38,0,0,-8,G Major,4
73,Foolish One (Taylorâ€™s Version) (From The Vault),Taylor Swift,85,97,pop,Pop,Speak Now (Taylor's Version),07/07/2023,05:11,67,59,62,0,54,0,10,-5,G Major,4
74,Timeless (Taylorâ€™s Version) (From The Vault),Taylor Swift,84,143,pop,Pop,Speak Now (Taylor's Version),07/07/2023,05:21,62,59,30,0,65,0,0,-6,D#/Eâ™­ Major,4
75,Both of Us (feat. Taylor Swift),"B.o.B,Taylor Swift",59,125,"atl hip hop, dance pop, pop rap, rap, southern hip hop, pop","Hip Hop, Pop",Strange Clouds,27/04/2012,03:36,68,72,2,0,5,0,20,-7,G Major,4
76,Highway Don't Care,"Tim McGraw,Taylor Swift,Keith Urban",69,158,"contemporary country, country, country road, pop, australian country, australian pop","Country, Pop",Two Lanes Of Freedom,01/01/2013,04:36,47,79,2,0,50,0,0,-5,D Major,4
77,"Sweeter Than Fiction - From One Chance"" Soundtrack""",Taylor Swift,59,135,pop,Pop,Sweeter Than Fiction,21/10/2013,03:57,71,61,0,0,67,0,0,-7,F#/Gâ™­ Major,4
78,State Of Grace (Taylor's Version),Taylor Swift,73,130,pop,Pop,Red (Taylor's Version),12/11/2021,04:55,59,71,0,0,33,0,10,-5,A Major,4
79,Red (Taylor's Version),Taylor Swift,81,125,pop,Pop,Red (Taylor's Version),12/11/2021,03:43,52,78,0,0,41,0,0,-5,Câ™¯/Dâ™­ Minor,4
80,Treacherous (Taylor's Version),Taylor Swift,73,110,pop,Pop,Red (Taylor's Version),12/11/2021,04:02,65,59,3,0,30,0,10,-7,D Major,4
81,I Knew You Were Trouble (Taylor's Version),Taylor Swift,81,154,pop,Pop,Red (Taylor's Version),12/11/2021,03:39,58,56,1,0,77,0,0,-6,F#/Gâ™­ Major,4
82,All Too Well (Taylor's Version),Taylor Swift,77,186,pop,Pop,Red (Taylor's Version),12/11/2021,05:29,44,53,2,0,13,0,20,-8,C Major,4
83,22 (Taylor's Version),Taylor Swift,80,104,pop,Pop,Red (Taylor's Version),12/11/2021,03:50,64,70,0,0,64,0,0,-6,G Major,4
84,I Almost Do (Taylor's Version),Taylor Swift,72,146,pop,Pop,Red (Taylor's Version),12/11/2021,04:04,51,56,2,0,25,0,10,-7,E Major,4
85,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,82,172,pop,Pop,Red (Taylor's Version),12/11/2021,03:13,57,69,3,0,72,10,0,-6,G Major,4
86,Stay Stay Stay (Taylor's Version),Taylor Swift,72,100,pop,Pop,Red (Taylor's Version),12/11/2021,03:25,69,68,8,0,66,0,0,-7,C Major,4
87,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylorâ€™s Version),"Taylor Swift,Gary Lightbody",73,94,"pop, british singer-songwriter","Folk/Acoustic, Pop",Red (Taylor's Version),12/11/2021,04:59,50,53,4,0,16,0,10,-6,D Major,4
88,Holy Ground (Taylor's Version),Taylor Swift,71,157,pop,Pop,Red (Taylor's Version),12/11/2021,03:22,62,81,3,0,51,0,10,-6,A Major,4
89,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,72,130,pop,Pop,Red (Taylor's Version),12/11/2021,04:44,60,41,62,0,23,0,10,-12,G Major,3
90,The Lucky One (Taylor's Version),Taylor Swift,71,118,pop,Pop,Red (Taylor's Version),12/11/2021,04:00,69,57,7,0,54,0,0,-7,E Major,4
91,Everything Has Changed (feat. Ed Sheeran) (Taylorâ€™s Version),"Taylor Swift,Ed Sheeran",77,80,"pop, singer-songwriter pop, uk pop",Pop,Red (Taylor's Version),12/11/2021,04:05,50,61,27,0,47,0,20,-5,F#/Gâ™­ Major,4
92,Starlight (Taylor's Version),Taylor Swift,70,126,pop,Pop,Red (Taylor's Version),12/11/2021,03:40,63,69,0,0,61,0,10,-6,E Major,4
93,Begin Again (Taylor's Version),Taylor Swift,73,79,pop,Pop,Red (Taylor's Version),12/11/2021,03:58,52,53,8,0,27,0,10,-8,G Major,4
94,The Moment I Knew (Taylor's Version),Taylor Swift,70,126,pop,Pop,Red (Taylor's Version),12/11/2021,04:45,64,40,5,0,21,0,10,-8,G Major,4
95,Come Back...Be Here (Taylor's Version),Taylor Swift,74,80,pop,Pop,Red (Taylor's Version),12/11/2021,03:43,46,63,2,0,40,0,0,-6,E Major,4
96,Girl At Home (Taylor's Version),Taylor Swift,68,125,pop,Pop,Red (Taylor's Version),12/11/2021,03:40,69,74,1,0,61,0,10,-7,F Major,4
97,State Of Grace (Acoustic Version) (Taylor's Version),Taylor Swift,67,209,pop,Pop,Red (Taylor's Version),12/11/2021,05:21,45,13,66,0,10,0,10,-14,G Major,3
98,Ronan (Taylor's Version),Taylor Swift,65,116,pop,Pop,Red (Taylor's Version),12/11/2021,04:24,62,28,66,0,38,0,10,-11,C Major,4
99,Better Man (Taylor's Version) (From The Vault),Taylor Swift,74,74,pop,Pop,Red (Taylor's Version),12/11/2021,04:57,47,58,21,0,26,0,0,-6,E Major,4
100,Nothing New (feat. Phoebe Bridgers) (Taylorâ€™s Version) (From The Vault),"Taylor Swift,Phoebe Bridgers",77,102,"pop, indie pop, la indie, pov: indie",Pop,Red (Taylor's Version),12/11/2021,04:18,61,38,82,0,45,0,10,-9,C Major,4
101,Babe (Taylor's Version) (From The Vault),Taylor Swift,74,168,pop,Pop,Red (Taylor's Version),12/11/2021,03:44,58,74,5,0,75,0,10,-7,E Major,4
102,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,75,116,pop,Pop,Red (Taylor's Version),12/11/2021,03:45,62,79,0,0,49,0,0,-6,G Major,4
103,I Bet You Think About Me (feat. Chris Stapleton) (Taylorâ€™s Version) (From The Vault),"Taylor Swift,Chris Stapleton",78,150,"pop, contemporary country, outlaw country","Country, Pop",Red (Taylor's Version),12/11/2021,04:45,39,72,17,0,47,0,10,-5,C Major,3
104,Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,70,116,pop,Pop,Red (Taylor's Version),12/11/2021,04:23,61,55,26,0,41,0,10,-6,G Major,4
105,Run (feat. Ed Sheeran) (Taylorâ€™s Version) (From The Vault),"Taylor Swift,Ed Sheeran",72,125,"pop, singer-songwriter pop, uk pop",Pop,Red (Taylor's Version),12/11/2021,04:00,61,49,82,0,44,0,30,-7,D#/Eâ™­ Major,4
106,The Very First Night (Taylor's Version) (From The Vault),Taylor Swift,77,121,pop,Pop,Red (Taylor's Version),12/11/2021,03:20,68,73,0,0,58,0,10,-5,G Major,4
107,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,87,93,pop,Pop,Red (Taylor's Version),12/11/2021,10:13,63,52,27,0,21,0,0,-9,C Major,4
108,Eyes Open (Taylor's Version),Taylor Swift,70,137,pop,Pop,Eyes Open (Taylor's Version),12/11/2021,04:03,57,77,0,0,26,0,10,-7,G Major,4
109,Safe & Sound (feat. Joy Williams and John Paul White) (Taylorâ€™s Version),"Taylor Swift,Joy Williams,John Paul White",73,145,"pop, acoustic pop, christian indie, nashville americana, nashville singer-songwriter, new americana, alabama indie","Pop, Folk/Acoustic, Country",Safe & Sound (Taylor's Version),12/11/2021,03:59,41,31,78,0,22,0,0,-11,G Major,4
110,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,Taylor Swift,65,93,pop,Pop,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,18/11/2021,09:58,59,29,84,0,19,0,10,-10,C Major,4
111,Message In A Bottle (Fat Max G Remix) (Taylorâ€™s Version),"Taylor Swift,Fat Max Gsus",0,116,"pop, ",Pop,Message In A Bottle (Fat Max G Remix) (Taylorâ€™s Version),21/01/2022,03:44,68,73,0,0,34,0,20,-4,D Major,4
112,All Too Well (10 Minute Version) (The Short Film),Taylor Swift,59,93,pop,Pop,All Too Well (10 Minute Version) (The Short Film),11/06/2022,11:26,63,52,32,0,19,0,0,-10,C Major,4
113,Welcome To New York,Taylor Swift,70,117,pop,Pop,1989,27/10/2014,03:32,79,63,4,0,62,0,30,-5,G Major,4
114,Blank Space,Taylor Swift,83,96,pop,Pop,1989,27/10/2014,03:51,75,68,9,0,58,0,10,-5,F Major,4
115,Style,Taylor Swift,83,95,pop,Pop,1989,27/10/2014,03:51,60,79,0,0,46,0,10,-6,D Major,4
116,Out Of The Woods,Taylor Swift,72,92,pop,Pop,1989,27/10/2014,03:55,55,84,0,0,34,0,30,-7,G Major,4
117,All You Had To Do Was Stay,Taylor Swift,70,97,pop,Pop,1989,27/10/2014,03:13,60,74,0,0,47,0,10,-6,F Major,4
118,Shake It Off,Taylor Swift,79,160,pop,Pop,1989,27/10/2014,03:39,65,79,6,0,94,10,10,-5,G Major,4
119,I Wish You Would,Taylor Swift,64,118,pop,Pop,1989,27/10/2014,03:27,65,90,2,0,50,0,10,-6,C Major,4
120,Bad Blood,Taylor Swift,76,170,pop,Pop,1989,27/10/2014,03:31,65,80,9,0,30,10,10,-6,G Major,4
121,Wildest Dreams (Taylor's Version),Taylor Swift,87,140,pop,Pop,Wildest Dreams (Taylor's Version),17/09/2021,03:40,58,67,4,0,50,0,10,-7,G#/Aâ™­ Major,4
122,How You Get The Girl,Taylor Swift,62,120,pop,Pop,1989,27/10/2014,04:07,76,66,0,0,52,0,0,-6,F Major,4
123,This Love (Taylorâ€™s Version),Taylor Swift,79,144,pop,Pop,This Love (Taylorâ€™s Version),06/05/2022,04:10,47,49,30,0,5,0,0,-9,E Major,4
124,I Know Places,Taylor Swift,60,160,pop,Pop,1989,27/10/2014,03:15,60,76,23,0,51,0,20,-5,C Major,4
125,Clean,Taylor Swift,62,104,pop,Pop,1989,27/10/2014,04:31,81,38,24,0,22,0,10,-8,E Major,4
126,Wonderland,Taylor Swift,73,184,pop,Pop,1989 (Deluxe Edition),27/10/2014,04:05,42,69,5,0,20,0,10,-5,D#/Eâ™­ Major,4
127,You Are In Love,Taylor Swift,73,170,pop,Pop,1989 (Deluxe Edition),27/10/2014,04:27,47,48,71,0,32,0,0,-9,D Major,4
128,New Romantics,Taylor Swift,77,122,pop,Pop,1989 (Deluxe Edition),27/10/2014,03:50,63,89,0,0,58,0,0,-6,F Major,4
129,Bad Blood,"Taylor Swift,Kendrick Lamar",75,170,"pop, conscious hip hop, hip hop, rap, west coast rap","Hip Hop, Pop",Bad Blood,17/05/2015,03:20,65,66,3,0,22,10,10,-7,B Minor,4
130,I Donâ€™t Wanna Live Forever (Fifty Shades Darker),"ZAYN,Taylor Swift",69,118,"pop, uk pop",Pop,Fifty Shades Darker (Original Motion Picture Soundtrack),10/02/2017,04:05,73,44,6,0,10,0,20,-8,C Major,4
131,...Ready For It?,Taylor Swift,85,160,pop,Pop,reputation,10/11/2017,03:28,61,76,5,0,42,10,20,-7,D Major,4
132,End Game,"Taylor Swift,Ed Sheeran,Future",81,159,"pop, singer-songwriter pop, uk pop, atl hip hop, hip hop, rap, southern hip hop, trap","Hip Hop, Pop",reputation,10/11/2017,04:04,65,59,1,0,15,0,10,-6,D Major,4
133,I Did Something Bad,Taylor Swift,82,83,pop,Pop,reputation,10/11/2017,03:58,70,60,7,0,31,10,0,-6,C Minor,4
134,Donâ€™t Blame Me,Taylor Swift,91,136,pop,Pop,reputation,10/11/2017,03:56,62,53,11,0,19,0,0,-7,A Minor,4
135,Delicate,Taylor Swift,87,95,pop,Pop,reputation,10/11/2017,03:52,75,40,22,0,5,0,0,-10,A Minor,4
136,Look What You Made Me Do,Taylor Swift,86,128,pop,Pop,reputation,10/11/2017,03:31,77,71,20,0,51,10,10,-6,A Minor,4
137,So It Goes...,Taylor Swift,76,75,pop,Pop,reputation,10/11/2017,03:47,57,61,12,0,37,0,10,-7,D Major,4
138,Gorgeous,Taylor Swift,85,92,pop,Pop,reputation,10/11/2017,03:29,80,54,7,0,45,10,20,-7,G Major,4
139,Getaway Car,Taylor Swift,87,172,pop,Pop,reputation,10/11/2017,03:53,56,69,0,0,35,10,0,-7,D Major,4
140,King Of My Heart,Taylor Swift,80,110,pop,Pop,reputation,10/11/2017,03:34,68,70,1,0,31,0,0,-8,C Major,4
141,Dancing With Our Hands Tied,Taylor Swift,79,160,pop,Pop,reputation,10/11/2017,03:31,62,69,6,0,28,20,10,-7,C Minor,4
142,Dress,Taylor Swift,82,120,pop,Pop,reputation,10/11/2017,03:50,72,47,3,0,9,0,10,-9,C Major,4
143,This Is Why We Can't Have Nice Things,Taylor Swift,78,164,pop,Pop,reputation,10/11/2017,03:27,57,79,2,0,44,10,30,-6,F Major,4
144,Call It What You Want,Taylor Swift,82,164,pop,Pop,reputation,10/11/2017,03:23,60,50,19,0,25,0,30,-10,A Major,4
145,New Yearâ€™s Day,Taylor Swift,76,95,pop,Pop,reputation,10/11/2017,03:55,66,15,92,0,23,0,10,-13,C Major,4
146,Delicate - Recorded at The Tracking Room Nashville,Taylor Swift,67,91,pop,Pop,Spotify Singles,13/04/2018,03:48,66,45,58,0,43,0,10,-8,C Major,4
147,September - Recorded at The Tracking Room Nashville,Taylor Swift,66,107,pop,Pop,Spotify Singles,13/04/2018,03:07,64,44,41,0,59,0,10,-6,F#/Gâ™­ Major,4
148,Delicate - Seeb Remix,"Taylor Swift,Seeb",64,106,"pop, pop dance","Pop, Electronic",Delicate (Seeb Remix),08/06/2018,02:53,68,82,10,0,57,0,0,-4,C Major,4
149,...Ready For It? - BloodPopÂ® Remix,"Taylor Swift,BloodPopÂ®",57,160,"pop, electropop",Pop,...Ready For It? (BloodPopÂ® Remix),01/12/2017,03:09,58,84,13,0,50,20,10,-5,G Major,4
150,Delicate - Sawyr And Ryan Tedder Mix,"Taylor Swift,Sawyr,Ryan Tedder",50,102,"pop, ",Pop,Delicate (Sawyr And Ryan Tedder Mix),25/05/2018,03:04,69,55,2,0,25,0,10,-7,C Major,4
151,Big Star (with Taylor Swift) - Live,"Kenny Chesney,Taylor Swift",49,120,"contemporary country, country, country road, pop","Country, Pop",Live in No Shoes Nation,27/10/2017,05:06,56,98,1,0,52,0,90,-5,C Major,4
152,I Forgot That You Existed,Taylor Swift,78,93,pop,Pop,Lover,23/08/2019,02:50,66,32,30,0,54,50,0,-10,F Major,4
153,Cruel Summer,Taylor Swift,99,170,pop,Pop,Lover,23/08/2019,02:58,55,70,12,0,56,10,10,-6,A Major,4
154,Lover,Taylor Swift,91,69,pop,Pop,Lover,23/08/2019,03:41,36,54,49,0,45,0,10,-8,G Major,4
155,The Man,Taylor Swift,87,110,pop,Pop,Lover,23/08/2019,03:10,78,66,8,0,63,0,0,-5,C Major,4
156,The Archer,Taylor Swift,83,124,pop,Pop,Lover,23/08/2019,03:31,29,57,12,1,17,0,0,-9,C Major,4
